source = 1
distance[1] = 0, parent[1] = 1, path[1] = 1
distance[933] = 2, parent[933] = 536, path[933] = 1 536 933
distance[934] = 2, parent[934] = 52, path[934] = 1 52 934
distance[935] = 2, parent[935] = 410, path[935] = 1 410 935
distance[936] = 3, parent[936] = 144, path[936] = 1 144 936
distance[937] = 2, parent[937] = 1, path[937] = 1 937
distance[938] = 2, parent[938] = 626, path[938] = 1 626 938
distance[939] = 2, parent[939] = 4, path[939] = 1 4 939
distance[940] = 2, parent[940] = 398, path[940] = 1 398 940
distance[941] = 2, parent[941] = 410, path[941] = 1 410 941
distance[942] = 2, parent[942] = 673, path[942] = 1 673 942
distance[943] = 2, parent[943] = 595, path[943] = 1 595 943
distance[944] = 2, parent[944] = 190, path[944] = 1 190 944
distance[945] = 2, parent[945] = 261, path[945] = 1 261 945
distance[946] = 2, parent[946] = 522, path[946] = 1 522 946
distance[947] = 2, parent[947] = 152, path[947] = 1 152 947
distance[948] = 2, parent[948] = 522, path[948] = 1 522 948
distance[949] = 3, parent[949] = 16, path[949] = 1 144 16 949
distance[950] = 2, parent[950] = 1, path[950] = 1 950
distance[951] = 3, parent[951] = 410, path[951] = 1 410 951
distance[952] = 2, parent[952] = 522, path[952] = 1 522 952
distance[953] = 2, parent[953] = 144, path[953] = 1 144 953
distance[954] = 3, parent[954] = 626, path[954] = 1 626 954
distance[955] = 3, parent[955] = 1, path[955] = 1 955
distance[956] = 2, parent[956] = 874, path[956] = 1 874 956
distance[957] = 2, parent[957] = 500, path[957] = 1 500 957
distance[958] = 2, parent[958] = 4, path[958] = 1 4 958
distance[959] = 2, parent[959] = 144, path[959] = 1 144 959
distance[960] = 3, parent[960] = 497, path[960] = 1 497 960
distance[961] = 2, parent[961] = 500, path[961] = 1 500 961
distance[962] = 2, parent[962] = 502, path[962] = 1 502 962
distance[963] = 2, parent[963] = 410, path[963] = 1 410 963
distance[964] = 2, parent[964] = 398, path[964] = 1 398 964
distance[965] = 3, parent[965] = 673, path[965] = 1 673 965
distance[966] = 2, parent[966] = 144, path[966] = 1 144 966
distance[967] = 1, parent[967] = 1, path[967] = 1 967
distance[968] = 2, parent[968] = 495, path[968] = 1 495 968
distance[969] = 1, parent[969] = 1, path[969] = 1 969
distance[970] = 3, parent[970] = 190, path[970] = 1 190 970
distance[971] = 3, parent[971] = 969, path[971] = 1 969 971
distance[972] = 3, parent[972] = 1, path[972] = 1 972
distance[973] = 3, parent[973] = 331, path[973] = 1 331 973
distance[974] = 2, parent[974] = 4, path[974] = 1 4 974
distance[975] = 2, parent[975] = 4, path[975] = 1 4 975
distance[976] = 2, parent[976] = 502, path[976] = 1 502 976
distance[977] = 2, parent[977] = 331, path[977] = 1 331 977
distance[978] = 2, parent[978] = 703, path[978] = 1 703 978
distance[979] = 2, parent[979] = 190, path[979] = 1 190 979
distance[980] = 2, parent[980] = 579, path[980] = 1 579 980
distance[981] = 2, parent[981] = 595, path[981] = 1 595 981
distance[982] = 2, parent[982] = 585, path[982] = 1 585 982
distance[983] = 3, parent[983] = 410, path[983] = 1 410 983
distance[984] = 3, parent[984] = 579, path[984] = 1 579 984
distance[985] = 2, parent[985] = 585, path[985] = 1 585 985
distance[986] = 2, parent[986] = 190, path[986] = 1 190 986
distance[987] = 2, parent[987] = 410, path[987] = 1 410 987
distance[988] = 2, parent[988] = 152, path[988] = 1 152 988
distance[989] = 2, parent[989] = 398, path[989] = 1 398 989
distance[990] = 3, parent[990] = 190, path[990] = 1 190 990
distance[991] = 2, parent[991] = 969, path[991] = 1 969 991
distance[992] = 2, parent[992] = 673, path[992] = 1 673 992
distance[993] = 2, parent[993] = 874, path[993] = 1 874 993
distance[994] = 2, parent[994] = 144, path[994] = 1 144 994
distance[995] = 2, parent[995] = 4, path[995] = 1 4 995
distance[996] = 3, parent[996] = 502, path[996] = 1 502 996
distance[997] = 3, parent[997] = 6, path[997] = 1 782 6 997
distance[998] = 2, parent[998] = 144, path[998] = 1 144 998
distance[999] = 2, parent[999] = 497, path[999] = 1 497 999
distance[1000] = 2, parent[1000] = 874, path[1000] = 1 874 1000
